"infinitive","infinitive_english","mood","mood_english","tense","tense_english","verb_english","form_1s","form_2s","form_3s","form_1p","form_2p","form_3p","gerund","gerund_english","pastparticiple","pastparticiple_english"
"contar","to count, relate, tell","Imperativo Negativo","Imperative Negative","Presente","Present","Count! Don't count!",,"no cuentes","no cuente","no contemos","no conteis","no cuenten","contando","counting","contado","counted"
"contener","to contain, hold","Indicativo","Indicative","Presente","Present","I contain, am containing","contengo","contienes","contiene","contenemos","conteneis","contienen","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Futuro","Future","I will contain","contendre","contendras","contendra","contendremos","contendreis","contendran","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Imperfecto","Imperfect","I was containing, used to contain, contained","contenia","contenias","contenia","conteniamos","conteniais","contenian","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Preterito","Preterite","I contained","contuve","contuviste","contuvo","contuvimos","contuvisteis","contuvieron","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Condicional","Conditional","I would contain","contendria","contendrias","contendria","contendriamos","contendriais","contendrian","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have contained","he contenido","has contenido","ha contenido","hemos contenido","habeis contenido","han contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have contained","habre contenido","habras contenido","habra contenido","habremos contenido","habreis contenido","habran contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had contained","habia contenido","habias contenido","habia contenido","habiamos contenido","habiais contenido","habian contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had contained","hube contenido","hubiste contenido","hubo contenido","hubimos contenido","hubisteis contenido","hubieron contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have contained","habria contenido","habrias contenido","habria contenido","habriamos contenido","habriais contenido","habrian contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Subjuntivo","Subjunctive","Presente","Present","I contain, am containing","contenga","contengas","contenga","contengamos","contengais","contengan","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I contained, was containing","contuviera","contuvieras","contuviera","contuvieramos","contuvierais","contuvieran","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Subjuntivo","Subjunctive","Futuro","Future","I will contain","contuviere","contuvieres","contuviere","contuvieremos","contuviereis","contuvieren","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have contained, contained","haya contenido","hayas contenido","haya contenido","hayamos contenido","hayais contenido","hayan contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have contained","hubiere contenido","hubieres contenido","hubiere contenido","hubieremos contenido","hubiereis contenido","hubieren contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had contained","hubiera contenido","hubieras contenido","hubiera contenido","hubieramos contenido","hubierais contenido","hubieran contenido","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Contain! Don't contain!",,"conten","contenga","contengamos","contened","contengan","conteniendo","containing","contenido","contained"
"contener","to contain, hold","Imperativo Negativo","Imperative Negative","Presente","Present","Contain! Don't contain!",,"no contengas","no contenga","no contengamos","no contengais","no contengan","conteniendo","containing","contenido","contained"
"contestar","to answer","Indicativo","Indicative","Presente","Present","I answer, am answering","contesto","contestas","contesta","contestamos","contestais","contestan","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Futuro","Future","I will answer","contestare","contestaras","contestara","contestaremos","contestareis","contestaran","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Imperfecto","Imperfect","I was answering, used to answer, answered","contestaba","contestabas","contestaba","contestabamos","contestabais","contestaban","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Preterito","Preterite","I answered","conteste","contestaste","contestó","contestamos","contestasteis","contestaron","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Condicional","Conditional","I would answer","contestaria","contestarias","contestaria","contestariamos","contestariais","contestarian","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have answered","he contestado","has contestado","ha contestado","hemos contestado","habeis contestado","han contestado","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have answered","habre contestado","habras contestado","habra contestado","habremos contestado","habreis contestado","habran contestado","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had answered","habia contestado","habias contestado","habia contestado","habiamos contestado","habiais contestado","habian contestado","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had answered","hube contestado","hubiste contestado","hubo contestado","hubimos contestado","hubisteis contestado","hubieron contestado","contestando","answering","contestado","answered"
"contestar","to answer","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have answered","habria contestado","habrias contestado","habria contestado","habriamos contestado","habriais contestado","habrian contestado","contestando","answering","contestado","answered"
